Number	Text	Original text in English (This column is ignored during the import)
1063417	Essa aliança não existe.	That guild does not exist.
1063418	clã errado.	Wrong guild.
1063419	Esse membro não pertence a ~1_val~.	That member does not belong to ~1_val~.
1063420	~1_val~já é um membro do~2_val~.	~1_val~ is already a member of ~2_val~.
1063421	Inválida classificação aliança inicial.	Invalid initial guild rank.
1063422	Esse membro não pertence a ~1_val~.	That member does not belong to ~1_val~.
1063423	O líder da guilda não pode fazer isso!	The guild leader can't do that!
1063424	Você não pode votar para o líder da guilda atual.	You can't vote for the current guild leader.
1063425	Você não pode votar por um membro do clã inativo.	You can't vote for an inactive guild member.
1063426	~1_val~ já pertence a uma aliança.	~1_val~ already belongs to an alliance.
1063427	~1_val~ está atualmente envolvido em uma guerra de alianças.	~1_val~ is currently involved in a guild war.
1063428	Esse nome aliança não está disponível.	That alliance name is not available.
1063429	Esta proposta não pôde ser encontrado.	That proposal could not be found.
1063430	Tipo de proposta não reconhecido.	Unrecognized proposal type.
1063431	Essa aliança não existe.	That alliance does not exist.
1063432	Essa guerra não existe.	That war does not exist.
1063433	Promover a Aliança Líder	Promote to Alliance Leader
1063434	~1_val~é agora o líder do~2_val~.	~1_val~ is now the leader of ~2_val~.
1063435	Falha ao promover a aliança a líder da aliança.	Failed to promote guild to alliance leader.
1063436	Você não tem permissão para negociar uma aliança.	You don't have permission to negotiate an alliance.
1063437	Falha ao deixar aliança.	Failed to leave alliance.
1063438	Falha ao propor aliança.	Failed to propose alliance.
1063439	Digite um nome para a nova aliança:	Enter a name for the new alliance:
1063440	Você não tem permissão para negociar guerras.	You don't have permission to negotiate wars.
1063441	Falha ao rejeitar a proposta de aliança.	Failed to reject alliance proposal.
1063442	Falha ao rejeitar a proposta guerra.	Failed to reject war proposal.
1063443	Falha ao aceitar a proposta de aliança.	Failed to accept alliance proposal.
1063444	Falha ao aceitar a proposta guerra.	Failed to accept war proposal.
1063445	Falha ao obter a proposta.	Failed to get proposal.
1063446	Falha ao render da guerra.	Failed to surrender from war.
1063447	Falha ao remover aliança da aliança.	Failed to remove guild from alliance.
1063448	Como você beber a poção que você sentir que algo se aproximando de você.	As you drink the potion you sense something approaching you.
1063449	recuperado a partir 1_val ~ ~ (Paragon)	recovered from ~1_val~ (Paragon)
1063450	um SOS antiga	an ancient SOS
1063451	uma rede de pesca lendário	a fabled fishing net
1063452	, Um mapa do tesouro engenhosamente desenhada esfarrapada	a tattered, ingeniously drawn treasure map
1063453	um mapa do tesouro engenhosamente desenhada	an ingeniously drawn treasure map
1063454	Você foi removido da sua aliança.	You have been removed from your guild.
1063455	os membros da guilda	Guild Members
1063456	Você deve atualizar para o Império Samurai, a fim de utilizar essa capacidade.	You must upgrade to Samurai Empire in order to use that ability.
1063457	<BODY> <BASEFONT COLOR = # DFDFC0> Hum ... er ... saudações. Eu ... hum ... tinha algum ouro para dar-lhe ... ouro cortesia de Daimyo Haochi, que é um samurai que você vai encontrar mais tarde. </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>Um... er... greetings. I... um... had some gold to give you... gold courtesy of Daimyo Haochi, who's a samurai you'll meet later.</BASEFONT></BODY>
1063458	<BODY> <BASEFONT COLOR = # DFDFC0> Ignorar esta quest e ir para a Terra do Haochi </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>Skip this Quest and go to Haochi's Grounds</BASEFONT></BODY>
1063459	<BODY> <BASEFONT COLOR = # DFDFC0> Hum ... er ... saudações. Eu ... hum ... tinha algum ouro para dar-lhe ... ouro cortesia de Daimyo Emino, que é um ninja você vai encontrar mais tarde. </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>Um... er... greetings. I... um... had some gold to give you... gold courtesy of Daimyo Emino, who's a ninja you'll meet later.</BASEFONT></BODY>
1063460	<BODY> <BASEFONT COLOR = # DFDFC0> Ignorar esta quest e ir para o Emino Residence </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>Skip this Quest and go to Emino's Residence</BASEFONT></BODY>
1063461	<BODY> <BASEFONT COLOR = # DFDFC0> Primeiro, você precisa abrir seu bonecos de papel e seu inventário. Nós vamos colocar o seu Tekagi em suas mãos	<BODY><BASEFONT COLOR=#DFDFC0>First, you need to open your paperdoll and your inventory. We're going to put your Tekagi into your hands; to do this, you click and hold your left mouse button on the Tekagi, drag the weapon onto your paperdoll, and then release the mouse button.</BASEFONT></BODY>
1063462	<BODY> <BASEFONT COLOR = # DFDFC0> Primeiro, você precisa abrir seu bonecos de papel e seu inventário. Nós vamos colocar o seu Bokuto em sua mão	<BODY><BASEFONT COLOR=#DFDFC0>First, you need to open your paperdoll and your inventory. We're going to put your Bokuto into your hand; to do this, you click and hold your left mouse button on the Bokuto, drag the weapon onto your paperdoll, and then release the mouse button.</BASEFONT></BODY>
1063463	<BODY> <BASEFONT COLOR = # DFDFC0> Para deixar esta área, as escadas no canto para a câmara central. Em seguida, subir as escadas no meio dessa câmara. Isto irá levá-lo de Residência do Emino onde você vai encontrar Emino. Ele vai estar à espera para falar com você. </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>To leave this area, take the stairs in the corner to the central chamber. Then ascend up the stairs in the middle of that chamber. This will take you to Emino's Residence where you'll meet Emino. He'll be waiting to speak with you.</BASEFONT></BODY>
1063464	<BODY> <BASEFONT COLOR = # DFDFC0> Para deixar esta área, as escadas no canto para a câmara central. Em seguida, subir as escadas no meio dessa câmara. Isto irá levá-lo para Grounds de Haochi onde você vai encontrar Haochi. Ele vai estar à espera para falar com você. </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>To leave this area, take the stairs in the corner to the central chamber. Then ascend up the stairs in the middle of that chamber. This will take you to Haochi's Grounds where you'll meet Haochi. He'll be waiting to speak with you.</BASEFONT></BODY>
1063465	<BODY> <BASEFONT COLOR = # DFDFC0> Ah, e ... Eu te imploro ... por favor não diga Emino eu perdi o seu ouro. Por favor !! </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>Oh, and... I beg of you... please don't tell Emino I lost your gold. Please!!</BASEFONT></BODY>
1063466	<BODY> <BASEFONT COLOR = # DFDFC0> Ah, e ... Eu te imploro ... por favor não diga Haochi eu perdi o seu ouro. Por favor !! </ BASEFONT> </ BODY>	<BODY><BASEFONT COLOR=#DFDFC0>Oh, and... I beg of you... please don't tell Haochi I lost your gold. Please!!</BASEFONT></BODY>
1063467	Dread Pirate Hat	Dread Pirate Hat
1063468	~1_skillname~+~2_val~	~1_skillname~ +~2_val~
1063469	Luna Lance	Luna Lance
1063470	Lanterna do Ilshen	Ilshen's Lantern
1063471	Violet Courage	Violet Courage
1063472	cavorting Clube	Cavorting Club
1063473	Bandana do assaltante	Burglar's Bandana
1063474	Cutlass do capitão Quacklebush	Captain Quacklebush's Cutlass
1063475	Beijo da Noite	Night's Kiss
1063476	Navio modelo do H.M.S. capa	Ship Model of the H.M.S. Cape
1063477	Hearty Rum do Almirante	The Admiral's Hearty Rum
1063478	Candelabra of Souls	Candelabra of Souls
1063479	Alaúde do Iolo	Iolo's Lute
1063480	Harpa do Gwenno	Gwenno's Harp
1063481	Arctic Death Dealer	Arctic Death Dealer
1063482	Osso Enchanted Titan Leg	Enchanted Titan Leg Bone
1063483	~1_MATERIAL~ ~2_ITEMNAME~	~1_MATERIAL~ ~2_ITEMNAME~
1063484	excepcional ~1_MATERIAL~ ~2_ITEMNAME~	exceptional ~1_MATERIAL~ ~2_ITEMNAME~
1063485	Pesado Crossbow de Nox guarda florestal	Nox Ranger's Heavy Crossbow
1063486	Blaze of Morte	Blaze of Death
1063487	Infelizmente você está jogando em um Samurai-Império NÃO * Instalação * jogo e não pode ser transportado para Tokuno. Você não será capaz de tomar a sua nova missão jogador Tokuno sem um cliente SE. Está agora a ser levado para a cidade de Haven na faceta Trammel.	Unfortunately you are playing on a *NON-Samurai-Empire* game installation and cannot be transported to Tokuno. You will not be able to take your new player quest in Tokuno without an SE client. You are now being taken to the city of Haven on the Trammel facet.
1063488	Steed de madeira de Phillip	Phillip's Wooden Steed
1063489	Tijolos de ouro	Gold Bricks
1063490		
1063491		
1063492		
1063493		
1063494		
1063495		
1063496		
1063497		
1063498		
1063499		
1063500		
1063501		
1063502		
1063503		
1063504		
1063505		
1063506		
1063507		
1063508		
1063509		
1063510		
1063511		
1063512		
1063513		
1063514		
1063515		
1063516		
1063517		
1063518		
1063519		
1063520		
1063521		
1063522		
1063523		
1063524		
1063525		
1063526		
1063527		
1063528		
1063529		
1063530		
1063531		
1063532		
1063533		
1063534		
1063535		
1063536		
1063537		
1063538		
1063539		
1063540		
1063541		
1063542		
1063543		
1063544		
1063545		
1063546		
1063547		
1063548		
1063549		
1063550		
1063551		
1063552		
1063553		
1063554		
1063555		
1063556		
1063557		
1063558		
1063559		
1063560		
1063561		
1063562		
1063563		
1063564		
1063565		
1063566		
1063567		
1063568		
1063569		
1063570		
1063571		
1063572		
1063573		
1063574		
1063575		
1063576		
1063577		
1063578		
1063579		
1063580		
1063581		
1063582		
1063583		
1063584		
1063585		
1063586		
1063587		
1063588		
1063589		
1063590		
1063591		
1063592		
1063593		
1063594		
1063595		
1063596		
1063597		
1063598		
1063599		
1063600		
1063601		
1063602		
1063603		
1063604		
1063605		
1063606		
1063607		
1063608		
1063609		
1063610		
1063611		
1063612		
1063613		
1063614		
1063615		
1063616		
1063617		
1063618		
1063619		
1063620		
1063621		
1063622		
1063623		
1063624		
1063625		
1063626		
1063627		
1063628		
1063629		
1063630		
1063631		
1063632		
1063633		
1063634		
1063635		
1063636		
1063637		
1063638		
1063639		
1063640		
1063641		
1063642		
1063643		
1063644		
1063645		
1063646		
1063647		
1063648		
1063649		
1063650		
1063651		
1063652		
1063653		
1063654		
1063655		
1063656		
1063657		
1063658		
1063659		
1063660		
1063661		
1063662		
1063663		
1063664		
1063665		
1063666		
1063667		
1063668		
1063669		
1063670		
1063671		
1063672		
1063673		
1063674		
1063675		
1063676		
1063677		
1063678		
1063679		
1063680		
1063681		
1063682		
1063683		
1063684		
1063685		
1063686		
1063687		
1063688		
1063689		
1063690		
1063691		
1063692		
1063693		
1063694		
1063695		
1063696		
1063697		
1063698		
1063699		
1063700		
1063701		
1063702		
1063703		
1063704		
1063705		
1063706		
1063707		
1063708		
1063709		
1063710		
1063711		
1063712		
1063713		
1063714		
1063715		
1063716		
1063717		
1063718		
1063719		
1063720		
1063721		
1063722		
1063723		
1063724		
1063725		
1063726		
1063727		
1063728		
1063729		
1063730		
1063731		
1063732		
1063733		
1063734		
1063735		
1063736		
1063737		
1063738		
1063739		
1063740		
1063741		
1063742		
1063743		
1063744		
1063745		
1063746		
1063747		
1063748		
1063749		
1063750		
1063751		
1063752		
1063753		
1063754		
1063755		
1063756		
1063757		
1063758		
1063759		
1063760		
1063761		
1063762		
1063763		
1063764		
1063765		
1063766		
1063767		
1063768		
1063769		
1063770		
1063771		
1063772		
1063773		
1063774		
1063775		
1063776		
1063777		
1063778		
1063779		
1063780		
1063781		
1063782		
1063783		
1063784		
1063785		
1063786		
1063787		
1063788		
1063789		
1063790		
1063791		
1063792		
1063793		
1063794		
1063795		
1063796		
1063797		
1063798		
1063799		
1063800		
1063801		
1063802		
1063803		
1063804		
1063805		
1063806		
1063807		
1063808		
1063809		
1063810		
1063811		
1063812		
1063813		
1063814		
1063815		
1063816		
1063817		
1063818		
1063819		
1063820		
1063821		
1063822		
1063823		
1063824		
1063825		
1063826		
1063827		
1063828		
1063829		
1063830		
1063831		
1063832		
1063833		
1063834		
1063835		
1063836		
1063837		
1063838		
1063839		
1063840		
1063841		
1063842		
1063843		
1063844		
1063845		
1063846		
1063847		
1063848		
1063849		
1063850		
1063851		
1063852		
1063853		
1063854		
1063855		
1063856		
1063857		
1063858		
1063859		
1063860		
1063861		
1063862		
1063863		
1063864		
1063865		
1063866		
1063867		
1063868		
1063869		
1063870		
1063871		
1063872		
1063873		
1063874		
1063875		
1063876		
1063877		
1063878		
1063879		
1063880		
1063881		
1063882		
1063883		
1063884		
1063885		
1063886		
1063887		
1063888		
1063889		
1063890		
1063891		
1063892		
1063893		
1063894		
1063895		
1063896		
1063897		
1063898		
1063899		
1063900		
1063901		
1063902		
1063903		
1063904		
1063905		
1063906		
1063907		
1063908		
1063909		
1063910		
1063911		
1063912		
1063913		
1063914		
1063915		
1063916		
1063917		
1063918		
1063919		
1063920		
1063921		
1063922		
1063923		
1063924		
1063925		
1063926		
1063927		
1063928		
1063929		
1063930		
1063931		
1063932		
1063933		
1063934		
1063935		
1063936		
1063937		
1063938		
1063939		
1063940		
1063941		
1063942		
1063943		
1063944		
1063945		
1063946		
1063947		
1063948		
1063949		
1063950		
1063951		
1063952		
1063953		
1063954		
1063955		
1063956		
1063957		
1063958		
1063959		
1063960		
1063961		
1063962		
1063963		
1063964		
1063965		
1063966		
1063967		
1063968		
1063969		
1063970		
1063971		
1063972		
1063973		
1063974		
1063975		
1063976		
1063977		
1063978		
1063979		
1063980		
1063981		
1063982		
1063983		
1063984		
1063985		
1063986		
1063987		
1063988		
1063989		
1063990		
1063991		
1063992		
1063993		
1063994		
1063995		
1063996		
1063997		
1063998		
1063999		
1064000		
1064001		
1064002		
1064003		
1064004		
1064005		
1064006		
1064007		
1064008		
1064009		
1064010		
1064011		
1064012		
1064013		
1064014		
1064015		
1064016		
1064017		
1064018		
1064019		
1064020		
1064021		
1064022		
1064023		
1064024		
1064025		
1064026		
1064027		
1064028		
1064029		
1064030		
1064031		
1064032		
1064033		
1064034		
1064035		
1064036		
1064037		
1064038		
1064039		
1064040		
1064041		
1064042		
1064043		
1064044		
1064045		
1064046		
1064047		
1064048		
1064049		
1064050		
1064051		
1064052		
1064053		
1064054		
1064055		
1064056		
1064057		
1064058		
1064059		
1064060		
1064061		
1064062		
1064063		
1064064		
1064065		
1064066		
1064067		
1064068		
1064069		
1064070		
1064071		
1064072		
1064073		
1064074		
1064075		
1064076		
1064077		
1064078		
1064079		
1064080		
1064081		
1064082		
1064083		
1064084		
1064085		
1064086		
1064087		
1064088		
1064089		
1064090		
1064091		
1064092		
1064093		
1064094		
1064095		
1064096		
1064097		
1064098		
1064099		
1064100		
1064101		
1064102		
1064103		
1064104		
1064105		
1064106		
1064107		
1064108		
1064109		
1064110		
1064111		
1064112		
1064113		
1064114		
1064115		
1064116		
1064117		
1064118		
1064119		
1064120		
1064121		
1064122		
1064123		
1064124		
1064125		
1064126		
1064127		
1064128		
1064129		
1064130		
1064131		
1064132		
1064133		
1064134		
1064135		
1064136		
1064137		
1064138		
1064139		
1064140		
1064141		
1064142		
1064143		
1064144		
1064145		
1064146		
1064147		
1064148		
1064149		
1064150		
1064151		
1064152		
1064153		
1064154		
1064155		
1064156		
1064157		
1064158		
1064159		
1064160		
1064161		
1064162		
1064163		
1064164		
1064165		
1064166		
1064167		
1064168		
1064169		
1064170		
1064171		
1064172		
1064173		
1064174		
1064175		
1064176		
1064177		
1064178		
1064179		
1064180		
1064181		
1064182		
1064183		
1064184		
1064185		
1064186		
1064187		
1064188		
1064189		
1064190		
1064191		
1064192		
1064193		
1064194		
1064195		
1064196		
1064197		
1064198		
1064199		
1064200		
1064201		
1064202		
1064203		
1064204		
1064205		
1064206		
1064207		
1064208		
1064209		
1064210		
1064211		
1064212		
1064213		
1064214		
1064215		
1064216		
1064217		
1064218		
1064219		
1064220		
1064221		
1064222		
1064223		
1064224		
1064225		
1064226		
1064227		
1064228		
1064229		
1064230		
1064231		
1064232		
1064233		
1064234		
1064235		
1064236		
1064237		
1064238		
1064239		
1064240		
1064241		
1064242		
1064243		
1064244		
1064245		
1064246		
1064247		
1064248		
1064249		
1064250		
1064251		
1064252		
1064253		
1064254		
1064255		
1064256		
1064257		
1064258		
1064259		
1064260		
1064261		
1064262		
1064263		
1064264		
1064265		
1064266		
1064267		
1064268		
1064269		
1064270		
1064271		
1064272		
1064273		
1064274		
1064275		
1064276		
1064277		
1064278		
1064279		
1064280		
1064281		
1064282		
1064283		
1064284		
1064285		
1064286		
1064287		
1064288		
1064289		
1064290		
1064291		
1064292		
1064293		
1064294		
1064295		
1064296		
1064297		
1064298		
1064299		
1064300		
1064301		
1064302		
1064303		
1064304		
1064305		
1064306		
1064307		
1064308		
1064309		
1064310		
1064311		
1064312		
1064313		
1064314		
1064315		
1064316		
1064317		
1064318		
1064319		
1064320		
1064321		
1064322		
1064323		
1064324		
1064325		
1064326		
1064327		
1064328		
1064329		
1064330		
1064331		
1064332		
1064333		
1064334		
1064335		
1064336		
1064337		
1064338		
1064339		
1064340		
1064341		
1064342		
1064343		
1064344		
1064345		
1064346		
1064347		
1064348		
1064349		
1064350		
1064351		
1064352		
1064353		
1064354		
1064355		
1064356		
1064357		
1064358		
1064359		
1064360		
1064361		
1064362		
1064363		
1064364		
1064365		
1064366		
1064367		
1064368		
1064369		
1064370		
1064371		
1064372		
1064373		
1064374		
1064375		
1064376		
1064377		
1064378		
1064379		
1064380		
1064381		
1064382		
1064383		
1064384		
1064385		
1064386		
1064387		
1064388		
1064389		
1064390		
1064391		
1064392		
1064393		
1064394		
1064395		
1064396		
1064397		
1064398		
1064399		
1064400		
1064401		
1064402		
1064403		
1064404		
1064405		
1064406		
1064407		
1064408		
1064409		
1064410		
1064411		
1064412		
1064413		
1064414		
1064415		
1064416		
1064417		
1064418		
1064419		
1064420		
1064421		
1064422		
1064423		
1064424		
1064425		
1064426		
1064427		
1064428		
1064429		
1064430		
1064431		
1064432		
1064433		
1064434		
1064435		
1064436		
1064437		
1064438		
1064439		
1064440		
1064441		
1064442		
1064443		
1064444		
1064445		
1064446		
1064447		
1064448		
1064449		
1064450		
1064451		
1064452		
1064453		
1064454		
1064455		
1064456		
1064457		
1064458		
1064459		
1064460		
1064461		
1064462		
1064463		
1064464		
1064465		
1064466		
1064467		
1064468		
1064469		
1064470		
1064471		
1064472		
1064473		
1064474		
1064475		
1064476		
1064477		
1064478		
1064479		
1064480		
1064481		
1064482		
1064483		
1064484		
1064485		
1064486		
1064487		
1064488		
1064489		
1064490		
1064491		
1064492		
1064493		
1064494		
1064495		
1064496		
1064497		
1064498		
1064499		
1064500		
1064501		
1064502		
1064503		
1064504		
1064505		
1064506		
1064507		
1064508		
1064509		
1064510		
1064511		
1064512		
1064513		
1064514		
1064515		
1064516		
1064517		
1064518		
1064519		
1064520		
1064521		
1064522		
1064523		
1064524		
1064525		
1064526		
1064527		
1064528		
1064529		
1064530		
1064531		
1064532		
1064533		
1064534		
1064535		
1064536		
1064537		
1064538		
1064539		
1064540		
1064541		
1064542		
1064543		
1064544		
1064545		
1064546		
1064547		
1064548		
1064549		
1064550		
1064551		
1064552		
1064553		
1064554		
1064555		
1064556		
1064557		
1064558		
1064559		
1064560		
1064561		
1064562		
1064563		
1064564		
1064565		
1064566		
1064567		
1064568		
1064569		
1064570		
1064571		
1064572		
1064573		
1064574		
1064575		
1064576		
1064577		
1064578		
1064579		
1064580		
1064581		
1064582		
1064583		
1064584		
1064585		
1064586		
1064587		
1064588		
1064589		
1064590		
1064591		
1064592		
1064593		
1064594		
1064595		
1064596		
1064597		
1064598		
1064599		
1064600		
1064601		
1064602		
1064603		
1064604		
1064605		
1064606		
1064607		
1064608		
1064609		
1064610		
1064611		
1064612		
1064613		
1064614		
1064615		
1064616		
1064617		
1064618		
1064619		
1064620		
1064621		
1064622		
1064623		
1064624		
1064625		
1064626		
1064627		
1064628		
1064629		
1064630		
1064631		
1064632		
1064633		
1064634		
1064635		
1064636		
1064637		
1064638		
1064639		
1064640		
1064641		
1064642		
1064643		
1064644		
1064645		
1064646		
1064647		
1064648		
1064649		
1064650		
1064651		
1064652		
1064653		
1064654		
1064655		
1064656		
1064657		
1064658		
1064659		
1064660		
1064661		
1064662		
1064663		
1064664		
1064665		
1064666		
1064667		
1064668		
1064669		
1064670		
1064671		
1064672		
1064673		
1064674		
1064675		
1064676		
1064677		
1064678		
1064679		
1064680		
1064681		
1064682		
1064683		
1064684		
1064685		
1064686		
1064687		
1064688		
1064689		
1064690		
1064691		
1064692		
1064693		
1064694		
1064695		
1064696		
1064697		
1064698		
1064699		
1064700		
1064701		
1064702		
1064703		
1064704		
1064705		
1064706		
1064707		
1064708		
1064709		
1064710		
1064711		
1064712		
1064713		
1064714		
1064715		
1064716		
1064717		
1064718		
1064719		
1064720		
1064721		
1064722		
1064723		
1064724		
1064725		
1064726		
1064727		
1064728		
1064729		
1064730		
1064731		
1064732		
1064733		
1064734		
1064735		
1064736		
1064737		
1064738		
1064739		
1064740		
1064741		
1064742		
1064743		
1064744		
1064745		
1064746		
1064747		
1064748		
1064749		
1064750		
1064751		
1064752		
1064753		
1064754		
1064755		
1064756		
1064757		
1064758		
1064759		
1064760		
1064761		
1064762		
1064763		
1064764		
1064765		
1064766		
1064767		
1064768		
1064769		
1064770		
1064771		
1064772		
1064773		
1064774		
1064775		
1064776		
1064777		
1064778		
1064779		
1064780		
1064781		
1064782		
1064783		
1064784		
1064785		
1064786		
1064787		
1064788		
1064789		
1064790		
1064791		
1064792		
1064793		
1064794		
1064795		
1064796		
1064797		
1064798		
1064799		
1064800		
1064801		
1064802		
1064803		
1064804		
1064805		
1064806		
1064807		
1064808		
1064809		
1064810		
1064811		
1064812		
1064813		
1064814		
1064815		
1064816		
1064817		
1064818		
1064819		
1064820		
1064821		
1064822		
1064823		
1064824		
1064825		
1064826		
1064827		
1064828		
1064829		
1064830		
1064831		
1064832		
1064833		
1064834		
1064835		
1064836		
1064837		
1064838		
1064839		
1064840		
1064841		
1064842		
1064843		
1064844		
1064845		
1064846		
1064847		
1064848		
1064849		
1064850		
1064851		
1064852		
1064853		
1064854		
1064855		
1064856		
1064857		
1064858		
1064859		
1064860		
1064861		
1064862		
1064863		
1064864		
1064865		
1064866		
1064867		
1064868		
1064869		
1064870		
1064871		
1064872		
1064873		
1064874		
1064875		
1064876		
1064877		
1064878		
1064879		
1064880		
1064881		
1064882		
1064883		
1064884		
1064885		
1064886		
1064887		
1064888		
1064889		
1064890		
1064891		
1064892		
1064893		
1064894		
1064895		
1064896		
1064897		
1064898		
1064899		
1064900		
1064901		
1064902		
1064903		
1064904		
1064905		
1064906		
1064907		
1064908		
1064909		
1064910		
1064911		
1064912		
1064913		
1064914		
1064915		
1064916		
1064917		
1064918		
1064919		
1064920		
1064921		
1064922		
1064923		
1064924		
1064925		
1064926		
1064927		
1064928		
1064929		
1064930		
1064931		
1064932		
1064933		
1064934		
1064935		
1064936		
1064937		
1064938		
1064939		
1064940		
1064941		
1064942		
1064943		
1064944		
1064945		
1064946		
1064947		
1064948		
1064949		
1064950		
1064951		
1064952		
1064953		
1064954		
1064955		
1064956		
1064957		
1064958		
1064959		
1064960		
1064961		
1064962		
1064963		
1064964		
1064965		
1064966		
1064967		
1064968		
1064969		
1064970		
1064971		
1064972		
1064973		
1064974		
1064975		
1064976		
1064977		
1064978		
1064979		
1064980		
1064981		
1064982		
1064983		
1064984		
1064985		
1064986		
1064987		
1064988		
1064989		
1064990		
1064991		
1064992		
1064993		
1064994		
1064995		
1064996		
1064997		
1064998		
1064999		
1065000		
1065001		
1065002		
1065003		
1065004		
1065005		
1065006		
1065007		
1065008		
1065009		
1065010		
1065011		
1065012		
1065013		
1065014		
1065015		
1065016		
1065017		
1065018		
1065019		
1065020		
1065021		
1065022		
1065023		
1065024		
1065025		
1065026		
1065027		
1065028		
1065029		
1065030		
1065031		
1065032		
1065033		
1065034		
1065035		
1065036		
1065037		
1065038		
1065039		
1065040		
1065041		
1065042		
1065043		
1065044		
1065045		
1065046		
1065047		
1065048		
1065049		
1065050		
1065051		
1065052		
1065053		
1065054		
1065055		
1065056		
1065057		
1065058		
1065059		
1065060		
1065061		
1065062		
1065063		
1065064		
1065065		
1065066		
1065067		
1065068		
1065069		
1065070		
1065071		
1065072		
1065073		
1065074		
1065075		
1065076		
1065077		
1065078		
1065079		
1065080		
1065081		
1065082		
1065083		
1065084		
1065085		
1065086		
1065087		
1065088		
1065089		
1065090		
1065091		
1065092		
1065093		
1065094		
1065095		
1065096		
1065097		
1065098		
1065099		
1065100		
1065101		
1065102		
1065103		
1065104		
1065105		
1065106		
1065107		
1065108		
1065109		
1065110		
1065111		
1065112		
1065113		
1065114		
1065115		
1065116		
1065117		
1065118		
1065119		
1065120		
1065121		
1065122		
1065123		
1065124		
1065125		
1065126		
1065127		
1065128		
1065129		
1065130		
1065131		
1065132		
1065133		
1065134		
1065135		
1065136		
1065137		
1065138		
1065139		
1065140		
1065141		
1065142		
1065143		
1065144		
1065145		
1065146		
1065147		
1065148		
1065149		
1065150		
1065151		
1065152		
1065153		
1065154		
1065155		
1065156		
1065157		
1065158		
1065159		
1065160		
1065161		
1065162		
1065163		
1065164		
1065165		
1065166		
1065167		
1065168		
1065169		
1065170		
1065171		
1065172		
1065173		
1065174		
1065175		
1065176		
1065177		
1065178		
1065179		
1065180		
1065181		
1065182		
1065183		
1065184		
1065185		
1065186		
1065187		
1065188		
1065189		
1065190		
1065191		
1065192		
1065193		
1065194		
1065195		
1065196		
1065197		
1065198		
1065199		
1065200		
1065201		
1065202		
1065203		
1065204		
1065205		
1065206		
1065207		
1065208		
1065209		
1065210		
1065211		
1065212		
1065213		
1065214		
1065215		
1065216		
1065217		
1065218		
1065219		
1065220		
1065221		
1065222		
1065223		
1065224		
1065225		
1065226		
1065227		
1065228		
1065229		
1065230		
1065231		
1065232		
1065233		
1065234		
1065235		
1065236		
1065237		
1065238		
1065239		
1065240		
1065241		
1065242		
1065243		
1065244		
1065245		
1065246		
1065247		
1065248		
1065249		
1065250		
1065251		
1065252		
1065253		
1065254		
1065255		
1065256		
1065257		
1065258		
1065259		
1065260		
1065261		
1065262		
1065263		
1065264		
1065265		
1065266		
1065267		
1065268		
1065269		
1065270		
1065271		
1065272		
1065273		
1065274		
1065275		
1065276		
1065277		
1065278		
1065279		
1065280		
1065281		
1065282		
1065283		
1065284		
1065285		
1065286		
1065287		
1065288		
1065289		
1065290		
1065291		
1065292		
1065293		
1065294		
1065295		
1065296		
1065297		
1065298		
1065299		
1065300		
1065301		
1065302		
1065303		
1065304		
1065305		
1065306		
1065307		
1065308		
1065309		
1065310		
1065311		
1065312		
1065313		
1065314		
1065315		
1065316		
1065317		
1065318		
1065319		
1065320		
1065321		
1065322		
1065323		
1065324		
1065325		
1065326		
1065327		
1065328		
1065329		
1065330		
1065331		
1065332		
1065333		
1065334		
1065335		
1065336		
1065337		
1065338		
1065339		
1065340		
1065341		
1065342		
1065343		
1065344		
1065345		
1065346		
1065347		
1065348		
1065349		
1065350		
1065351		
1065352		
1065353		
1065354		
1065355		
1065356		
1065357		
1065358		
1065359		
1065360		
1065361		
1065362		
1065363		
1065364		
1065365		
1065366		
1065367		
1065368		
1065369		
1065370		
1065371		
1065372		
1065373		
1065374		
1065375		
1065376		
1065377		
1065378		
1065379		
1065380		
1065381		
1065382		
1065383		
1065384		
1065385		
1065386		
1065387		
1065388		
1065389		
1065390		
1065391		
1065392		
1065393		
1065394		
1065395		
1065396		
1065397		
1065398		
1065399		
1065400		
1065401		
1065402		
1065403		
1065404		
1065405		
1065406		
1065407		
1065408		
1065409		
1065410		
1065411		
1065412		
1065413		
1065414		
1065415		
1065416		
1065417		
1065418		
1065419		
1065420		
1065421		
1065422		
1065423		
1065424		
1065425		
1065426		
1065427		
1065428		
1065429		
1065430		
1065431		
1065432		
1065433		
1065434		
1065435		
1065436		
1065437		
1065438		
1065439		
1065440		
1065441		
1065442		
1065443		
1065444		
1065445		
1065446		
1065447		
1065448		
1065449		
1065450		
1065451		
1065452		
1065453		
1065454		
1065455		
1065456		
1065457		
1065458		
1065459		
1065460		
1065461		
1065462		
1065463		
1065464		
